,poi,bonus,deferral_payments,deferred_income,exercised_stock_options,expenses,from_messages,from_poi_to_this_person,from_this_person_to_poi,long_term_incentive,other,restricted_stock,restricted_stock_deferred,salary,shared_receipt_with_poi,to_messages,total_payments,total_stock_value,total_bonus,total_millions,fraction_to_poi,fraction_from_poi
18,0,400000.0,260455.0,-201641.0,0.0,129142.0,0.0,0.0,0.0,0.0,69.0,145796.0,-82782.0,239671.0,0.0,0.0,827696.0,63014.0,400000.0,0.89071,0.0,0.0
19,0,0.0,564348.0,0.0,886231.0,0.0,0.0,0.0,0.0,0.0,0.0,208809.0,0.0,0.0,0.0,0.0,564348.0,1095040.0,886231.0,1.659388,0.0,0.0
20,0,97343619.0,32083396.0,-27992891.0,311764000.0,5235198.0,0.0,0.0,0.0,48521928.0,42667589.0,130322299.0,-7576788.0,26704229.0,0.0,0.0,309886585.0,434509511.0,409107619.0,744.396096,0.0,0.0
21,0,2500000.0,0.0,0.0,940257.0,95924.0,75.0,42.0,37.0,374347.0,401481.0,1392142.0,0.0,304588.0,1604.0,1755.0,3676340.0,2332399.0,3440257.0,6.008739,0.49333333333333335,0.023931623931623933
22,0,600000.0,0.0,0.0,0.0,94299.0,29.0,38.0,1.0,0.0,1740.0,585062.0,0.0,365788.0,702.0,807.0,1061827.0,585062.0,600000.0,1.646889,0.034482758620689655,0.04708798017348203
23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189583.0,0.0,0.0,0.0,0.0,0.0,189583.0,0.0,0.0,0.189583,0.0,0.0
24,0,325000.0,0.0,0.0,0.0,35018.0,0.0,0.0,0.0,0.0,1411.0,208510.0,0.0,267093.0,0.0,0.0,628522.0,208510.0,325000.0,0.837032,0.0,0.0
25,0,300000.0,0.0,-159792.0,0.0,0.0,15.0,29.0,7.0,75000.0,540.0,307301.0,-307301.0,261809.0,196.0,312.0,477557.0,0.0,300000.0,0.477557,0.4666666666666667,0.09294871794871795
26,0,0.0,0.0,0.0,2604490.0,0.0,29.0,0.0,1.0,0.0,137864.0,-2604490.0,15456290.0,0.0,463.0,523.0,15456290.0,0.0,2604490.0,15.45629,0.034482758620689655,0.0
27,0,0.0,53625.0,0.0,1030329.0,33785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87410.0,1030329.0,1030329.0,1.117739,0.0,0.0
28,0,1000000.0,0.0,0.0,1465734.0,38559.0,40.0,23.0,8.0,369721.0,425688.0,378082.0,0.0,213625.0,1336.0,1607.0,2047593.0,1843816.0,2465734.0,3.891409,0.2,0.01431238332296204
29,0,1500000.0,0.0,0.0,1835558.0,0.0,92.0,28.0,23.0,554422.0,1852186.0,1293424.0,0.0,428780.0,2103.0,3187.0,4335388.0,3128982.0,3335558.0,7.46437,0.25,0.008785691873235017
30,0,0.0,504610.0,0.0,2218275.0,0.0,12.0,0.0,0.0,461912.0,0.0,0.0,0.0,0.0,23.0,169.0,966522.0,2218275.0,2218275.0,3.184797,0.0,0.0
31,0,200000.0,204075.0,0.0,2549361.0,57727.0,0.0,0.0,0.0,175000.0,2630.0,514847.0,0.0,236457.0,0.0,0.0,875889.0,3064208.0,2749361.0,3.940097,0.0,0.0
32,0,2600000.0,0.0,0.0,1104054.0,137108.0,48.0,58.0,26.0,694862.0,297353.0,558801.0,0.0,370448.0,2228.0,2355.0,4099771.0,1662855.0,3704054.0,5.762626,0.5416666666666666,0.024628450106157114
